'Time','ECG'
'[09:20:21.680]',-0.095
'[09:20:21.688]',-0.085
'[09:20:21.695]',-0.075
'[09:20:21.703]',-0.065
'[09:20:21.711]',-0.055
'[09:20:21.719]',-0.045
'[09:20:21.727]',-0.075
'[09:20:21.734]',-0.085
'[09:20:21.742]',-0.095
'[09:20:21.750]',-0.095
'[09:20:21.758]',-0.115
'[09:20:21.766]',-0.115
'[09:20:21.773]',-0.125
'[09:20:21.781]',-0.125
'[09:20:21.789]',-0.125
'[09:20:21.797]',-0.115
'[09:20:21.805]',-0.115
'[09:20:21.813]',-0.125
'[09:20:21.820]',-0.125
'[09:20:21.828]',-0.135
'[09:20:21.836]',-0.125
'[09:20:21.844]',-0.145
'[09:20:21.852]',-0.125
'[09:20:21.859]',-0.125
'[09:20:21.867]',-0.125
'[09:20:21.875]',-0.115
'[09:20:21.883]',-0.115
'[09:20:21.891]',-0.125
'[09:20:21.898]',-0.115
'[09:20:21.906]',-0.125
'[09:20:21.914]',-0.105
'[09:20:21.922]',-0.115
'[09:20:21.930]',-0.115
'[09:20:21.938]',-0.105
'[09:20:21.945]',-0.115
'[09:20:21.953]',-0.125
'[09:20:21.961]',-0.125
'[09:20:21.969]',-0.135
'[09:20:21.977]',-0.135
'[09:20:21.984]',-0.135
'[09:20:21.992]',-0.135
'[09:20:22.000]',-0.135
'[09:20:22.008]',-0.145
'[09:20:22.016]',-0.135
'[09:20:22.023]',-0.145
'[09:20:22.031]',-0.155
'[09:20:22.039]',-0.095
'[09:20:22.047]',-0.065
'[09:20:22.055]',-0.055
'[09:20:22.063]',-0.035
'[09:20:22.070]',-0.005
'[09:20:22.078]',0.065
'[09:20:22.086]',0.025
'[09:20:22.094]',-0.035
'[09:20:22.102]',-0.045
'[09:20:22.109]',-0.085
'[09:20:22.117]',-0.165
'[09:20:22.125]',-0.165
'[09:20:22.133]',-0.185
'[09:20:22.141]',-0.215
'[09:20:22.148]',-0.195
'[09:20:22.156]',-0.195
'[09:20:22.164]',-0.235
'[09:20:22.172]',-0.125
'[09:20:22.180]',0.485
'[09:20:22.188]',1.275
'[09:20:22.195]',2.215
'[09:20:22.203]',1.975
'[09:20:22.211]',0.105
'[09:20:22.219]',-0.935
'[09:20:22.227]',-0.805
'[09:20:22.234]',-0.545
'[09:20:22.242]',-0.405
'[09:20:22.250]',-0.315
'[09:20:22.258]',-0.315
'[09:20:22.266]',-0.315
'[09:20:22.273]',-0.315
'[09:20:22.281]',-0.315
'[09:20:22.289]',-0.295
'[09:20:22.297]',-0.285
'[09:20:22.305]',-0.295
'[09:20:22.313]',-0.265
'[09:20:22.320]',-0.265
'[09:20:22.328]',-0.265
'[09:20:22.336]',-0.265
'[09:20:22.344]',-0.265
'[09:20:22.352]',-0.245
'[09:20:22.359]',-0.255
'[09:20:22.367]',-0.235
'[09:20:22.375]',-0.225
'[09:20:22.383]',-0.215
'[09:20:22.391]',-0.215
'[09:20:22.398]',-0.205
'[09:20:22.406]',-0.205
'[09:20:22.414]',-0.185
'[09:20:22.422]',-0.185
'[09:20:22.430]',-0.175
'[09:20:22.438]',-0.155
'[09:20:22.445]',-0.155
'[09:20:22.453]',-0.155
'[09:20:22.461]',-0.135
'[09:20:22.469]',-0.135
'[09:20:22.477]',-0.105
'[09:20:22.484]',-0.105
'[09:20:22.492]',-0.115
'[09:20:22.500]',-0.105
'[09:20:22.508]',-0.135
'[09:20:22.516]',-0.145
'[09:20:22.523]',-0.155
'[09:20:22.531]',-0.165
'[09:20:22.539]',-0.155
'[09:20:22.547]',-0.165
'[09:20:22.555]',-0.155
'[09:20:22.563]',-0.145
'[09:20:22.570]',-0.155
'[09:20:22.578]',-0.165
'[09:20:22.586]',-0.155
'[09:20:22.594]',-0.165
'[09:20:22.602]',-0.165
'[09:20:22.609]',-0.175
'[09:20:22.617]',-0.155
'[09:20:22.625]',-0.155
'[09:20:22.633]',-0.145
'[09:20:22.641]',-0.155
'[09:20:22.648]',-0.135
'[09:20:22.656]',-0.145
'[09:20:22.664]',-0.135
'[09:20:22.672]',-0.135
'[09:20:22.680]',-0.135
'[09:20:22.688]',-0.135
'[09:20:22.695]',-0.135
'[09:20:22.703]',-0.145
'[09:20:22.711]',-0.145
'[09:20:22.719]',-0.155
'[09:20:22.727]',-0.155
'[09:20:22.734]',-0.165
'[09:20:22.742]',-0.165
'[09:20:22.750]',-0.145
'[09:20:22.758]',-0.175
'[09:20:22.766]',-0.175
'[09:20:22.773]',-0.155
'[09:20:22.781]',-0.085
'[09:20:22.789]',-0.105
'[09:20:22.797]',-0.095
'[09:20:22.805]',-0.055
'[09:20:22.813]',0.005
'[09:20:22.820]',0.055
'[09:20:22.828]',-0.025
'[09:20:22.836]',-0.065
'[09:20:22.844]',-0.045
'[09:20:22.852]',-0.135
'[09:20:22.859]',-0.195
'[09:20:22.867]',-0.165
'[09:20:22.875]',-0.225
'[09:20:22.883]',-0.215
'[09:20:22.891]',-0.205
'[09:20:22.898]',-0.195
'[09:20:22.906]',-0.265
'[09:20:22.914]',0.255
'[09:20:22.922]',1.095
'[09:20:22.930]',2.185
'[09:20:22.938]',2.055
'[09:20:22.945]',0.105
'[09:20:22.953]',-0.975
'[09:20:22.961]',-0.765
'[09:20:22.969]',-0.555
'[09:20:22.977]',-0.385
'[09:20:22.984]',-0.315
'[09:20:22.992]',-0.275
'[09:20:23.000]',-0.265
'[09:20:23.008]',-0.275
'[09:20:23.016]',-0.275
'[09:20:23.023]',-0.275
'[09:20:23.031]',-0.265
'[09:20:23.039]',-0.255
'[09:20:23.047]',-0.245
'[09:20:23.055]',-0.245
'[09:20:23.063]',-0.225
'[09:20:23.070]',-0.225
'[09:20:23.078]',-0.215
'[09:20:23.086]',-0.205
'[09:20:23.094]',-0.205
'[09:20:23.102]',-0.175
'[09:20:23.109]',-0.175
'[09:20:23.117]',-0.165
'[09:20:23.125]',-0.135
'[09:20:23.133]',-0.135
'[09:20:23.141]',-0.125
'[09:20:23.148]',-0.105
'[09:20:23.156]',-0.125
'[09:20:23.164]',-0.105
'[09:20:23.172]',-0.105
'[09:20:23.180]',-0.095
'[09:20:23.188]',-0.085
'[09:20:23.195]',-0.085
'[09:20:23.203]',-0.075
'[09:20:23.211]',-0.055
'[09:20:23.219]',-0.075
'[09:20:23.227]',-0.075
'[09:20:23.234]',-0.075
'[09:20:23.242]',-0.085
'[09:20:23.250]',-0.085
'[09:20:23.258]',-0.095
'[09:20:23.266]',-0.095
'[09:20:23.273]',-0.105
'[09:20:23.281]',-0.125
'[09:20:23.289]',-0.115
'[09:20:23.297]',-0.125
'[09:20:23.305]',-0.115
'[09:20:23.313]',-0.105
'[09:20:23.320]',-0.105
'[09:20:23.328]',-0.115
'[09:20:23.336]',-0.095
'[09:20:23.344]',-0.095
'[09:20:23.352]',-0.085
'[09:20:23.359]',-0.085
'[09:20:23.367]',-0.075
'[09:20:23.375]',-0.065
'[09:20:23.383]',-0.055
'[09:20:23.391]',-0.065
'[09:20:23.398]',-0.055
'[09:20:23.406]',-0.085
'[09:20:23.414]',-0.075
'[09:20:23.422]',-0.075
'[09:20:23.430]',-0.075
'[09:20:23.438]',-0.065
'[09:20:23.445]',-0.085
'[09:20:23.453]',-0.095
'[09:20:23.461]',-0.095
'[09:20:23.469]',-0.115
'[09:20:23.477]',-0.105
'[09:20:23.484]',-0.085
'[09:20:23.492]',-0.025
'[09:20:23.500]',0.015
'[09:20:23.508]',0.005
'[09:20:23.516]',0.025
'[09:20:23.523]',0.065
'[09:20:23.531]',0.115
'[09:20:23.539]',0.035
'[09:20:23.547]',-0.005
'[09:20:23.555]',0.005
'[09:20:23.563]',-0.065
'[09:20:23.570]',-0.125
'[09:20:23.578]',-0.135
'[09:20:23.586]',-0.175
'[09:20:23.594]',-0.165
'[09:20:23.602]',-0.145
'[09:20:23.609]',-0.165
'[09:20:23.617]',-0.175
'[09:20:23.625]',0.305
'[09:20:23.633]',1.135
'[09:20:23.641]',2.085
'[09:20:23.648]',2.455
'[09:20:23.656]',0.805
'[09:20:23.664]',-0.855
'[09:20:23.672]',-0.935
'[09:20:23.680]',-0.565
'[09:20:23.688]',-0.345
'[09:20:23.695]',-0.275
'[09:20:23.703]',-0.265
'[09:20:23.711]',-0.255
'[09:20:23.719]',-0.275
'[09:20:23.727]',-0.255
'[09:20:23.734]',-0.245
'[09:20:23.742]',-0.245
'[09:20:23.750]',-0.225
'[09:20:23.758]',-0.235
'[09:20:23.766]',-0.235
'[09:20:23.773]',-0.225
'[09:20:23.781]',-0.225
'[09:20:23.789]',-0.215
'[09:20:23.797]',-0.205
'[09:20:23.805]',-0.195
'[09:20:23.813]',-0.175
'[09:20:23.820]',-0.165
'[09:20:23.828]',-0.175
'[09:20:23.836]',-0.165
'[09:20:23.844]',-0.165
'[09:20:23.852]',-0.145
'[09:20:23.859]',-0.125
'[09:20:23.867]',-0.115
'[09:20:23.875]',-0.115
'[09:20:23.883]',-0.105
'[09:20:23.891]',-0.115
'[09:20:23.898]',-0.105
'[09:20:23.906]',-0.115
'[09:20:23.914]',-0.075
'[09:20:23.922]',-0.085
'[09:20:23.930]',-0.065
'[09:20:23.938]',-0.065
'[09:20:23.945]',-0.075
'[09:20:23.953]',-0.095
'[09:20:23.961]',-0.095
'[09:20:23.969]',-0.125
'[09:20:23.977]',-0.115
'[09:20:23.984]',-0.125
'[09:20:23.992]',-0.115
'[09:20:24.000]',-0.105
'[09:20:24.008]',-0.125
'[09:20:24.016]',-0.125
'[09:20:24.023]',-0.135
'[09:20:24.031]',-0.135
'[09:20:24.039]',-0.125
'[09:20:24.047]',-0.135
'[09:20:24.055]',-0.115
'[09:20:24.063]',-0.095
'[09:20:24.070]',-0.105
'[09:20:24.078]',-0.105
'[09:20:24.086]',-0.095
'[09:20:24.094]',-0.095
'[09:20:24.102]',-0.095
'[09:20:24.109]',-0.095
'[09:20:24.117]',-0.095
'[09:20:24.125]',-0.085
'[09:20:24.133]',-0.095
'[09:20:24.141]',-0.105
'[09:20:24.148]',-0.095
'[09:20:24.156]',-0.105
'[09:20:24.164]',-0.115
'[09:20:24.172]',-0.115
'[09:20:24.180]',-0.105
'[09:20:24.188]',-0.105
'[09:20:24.195]',-0.105
'[09:20:24.203]',-0.115
'[09:20:24.211]',-0.085
'[09:20:24.219]',-0.025
'[09:20:24.227]',-0.025
'[09:20:24.234]',-0.025
'[09:20:24.242]',0.015
'[09:20:24.250]',0.095
'[09:20:24.258]',0.085
'[09:20:24.266]',0.015
'[09:20:24.273]',-0.015
'[09:20:24.281]',-0.055
'[09:20:24.289]',-0.145
'[09:20:24.297]',-0.125
'[09:20:24.305]',-0.175
'[09:20:24.313]',-0.175
'[09:20:24.320]',-0.165
'[09:20:24.328]',-0.145
'[09:20:24.336]',-0.255
'[09:20:24.344]',0.025
'[09:20:24.352]',0.855
'[09:20:24.359]',1.815
'[09:20:24.367]',2.525
'[09:20:24.375]',1.485
'[09:20:24.383]',-0.515
'[09:20:24.391]',-0.955
'[09:20:24.398]',-0.625
'[09:20:24.406]',-0.425
'[09:20:24.414]',-0.295
'[09:20:24.422]',-0.265
'[09:20:24.430]',-0.275
'[09:20:24.438]',-0.275
'[09:20:24.445]',-0.275
'[09:20:24.453]',-0.285
'[09:20:24.461]',-0.265
'[09:20:24.469]',-0.275
'[09:20:24.477]',-0.255
'[09:20:24.484]',-0.255
'[09:20:24.492]',-0.255
'[09:20:24.500]',-0.235
'[09:20:24.508]',-0.235
'[09:20:24.516]',-0.235
'[09:20:24.523]',-0.215
'[09:20:24.531]',-0.235
'[09:20:24.539]',-0.225
'[09:20:24.547]',-0.205
'[09:20:24.555]',-0.205
'[09:20:24.563]',-0.195
'[09:20:24.570]',-0.195
'[09:20:24.578]',-0.175
'[09:20:24.586]',-0.245
'[09:20:24.594]',-0.185
'[09:20:24.602]',-0.155
'[09:20:24.609]',-0.145
'[09:20:24.617]',-0.165
'[09:20:24.625]',-0.155
'[09:20:24.633]',-0.115
'[09:20:24.641]',-0.145
'[09:20:24.648]',-0.105
'[09:20:24.656]',-0.125
'[09:20:24.664]',-0.115
'[09:20:24.672]',-0.105
'[09:20:24.680]',-0.085
'[09:20:24.688]',-0.125
'[09:20:24.695]',-0.125
'[09:20:24.703]',-0.125
'[09:20:24.711]',-0.135
'[09:20:24.719]',-0.145
'[09:20:24.727]',-0.135
'[09:20:24.734]',-0.135
'[09:20:24.742]',-0.135
'[09:20:24.750]',-0.115
'[09:20:24.758]',-0.115
'[09:20:24.766]',-0.125
'[09:20:24.773]',-0.115
'[09:20:24.781]',-0.105
'[09:20:24.789]',-0.095
'[09:20:24.797]',-0.105
'[09:20:24.805]',-0.095
'[09:20:24.813]',-0.085
'[09:20:24.820]',-0.085
'[09:20:24.828]',-0.095
'[09:20:24.836]',-0.085
'[09:20:24.844]',-0.085
'[09:20:24.852]',-0.105
'[09:20:24.859]',-0.085
'[09:20:24.867]',-0.085
'[09:20:24.875]',-0.075
'[09:20:24.883]',-0.095
'[09:20:24.891]',-0.105
'[09:20:24.898]',-0.105
'[09:20:24.906]',-0.085
'[09:20:24.914]',-0.055
'[09:20:24.922]',0.015
'[09:20:24.930]',-0.005
'[09:20:24.938]',0.005
'[09:20:24.945]',0.075
'[09:20:24.953]',0.115
'[09:20:24.961]',0.075
'[09:20:24.969]',0.025
'[09:20:24.977]',0.025
'[09:20:24.984]',-0.065
'[09:20:24.992]',-0.115
'[09:20:25.000]',-0.115
'[09:20:25.008]',-0.155
'[09:20:25.016]',-0.155
'[09:20:25.023]',-0.135
'[09:20:25.031]',-0.125
'[09:20:25.039]',-0.175
'[09:20:25.047]',0.265
'[09:20:25.055]',1.065
'[09:20:25.063]',1.915
'[09:20:25.070]',2.285
'[09:20:25.078]',0.975
'[09:20:25.086]',-0.585
'[09:20:25.094]',-0.795
'[09:20:25.102]',-0.555
'[09:20:25.109]',-0.375
'[09:20:25.117]',-0.275
'[09:20:25.125]',-0.235
'[09:20:25.133]',-0.235
'[09:20:25.141]',-0.255
'[09:20:25.148]',-0.255
'[09:20:25.156]',-0.245
'[09:20:25.164]',-0.245
'[09:20:25.172]',-0.245
'[09:20:25.180]',-0.225
'[09:20:25.188]',-0.215
'[09:20:25.195]',-0.215
'[09:20:25.203]',-0.215
'[09:20:25.211]',-0.205
'[09:20:25.219]',-0.205
'[09:20:25.227]',-0.185
'[09:20:25.234]',-0.175
'[09:20:25.242]',-0.165
'[09:20:25.250]',-0.145
'[09:20:25.258]',-0.145
'[09:20:25.266]',-0.155
'[09:20:25.273]',-0.145
'[09:20:25.281]',-0.145
'[09:20:25.289]',-0.135
'[09:20:25.297]',-0.135
'[09:20:25.305]',-0.145
'[09:20:25.313]',-0.125
'[09:20:25.320]',-0.125
'[09:20:25.328]',-0.105
'[09:20:25.336]',-0.085
'[09:20:25.344]',-0.075
'[09:20:25.352]',-0.065
'[09:20:25.359]',-0.085
'[09:20:25.367]',-0.085
'[09:20:25.375]',-0.085
'[09:20:25.383]',-0.085
'[09:20:25.391]',-0.095
'[09:20:25.398]',-0.095
'[09:20:25.406]',-0.105
'[09:20:25.414]',-0.095
'[09:20:25.422]',-0.105
'[09:20:25.430]',-0.095
'[09:20:25.438]',-0.095
'[09:20:25.445]',-0.095
'[09:20:25.453]',-0.095
'[09:20:25.461]',-0.085
'[09:20:25.469]',-0.085
'[09:20:25.477]',-0.085
'[09:20:25.484]',-0.075
'[09:20:25.492]',-0.065
'[09:20:25.500]',-0.065
'[09:20:25.508]',-0.065
'[09:20:25.516]',-0.065
'[09:20:25.523]',-0.065
'[09:20:25.531]',-0.055
'[09:20:25.539]',-0.075
'[09:20:25.547]',-0.065
'[09:20:25.555]',-0.065
'[09:20:25.563]',-0.075
'[09:20:25.570]',-0.075
'[09:20:25.578]',-0.075
'[09:20:25.586]',-0.085
'[09:20:25.594]',-0.075
'[09:20:25.602]',-0.075
'[09:20:25.609]',-0.035
'[09:20:25.617]',0.005
'[09:20:25.625]',0.005
'[09:20:25.633]',0.035
'[09:20:25.641]',0.065
'[09:20:25.648]',0.105
'[09:20:25.656]',0.065
'[09:20:25.664]',0.025
'[09:20:25.672]',0.005
'[09:20:25.680]',-0.045
'[09:20:25.688]',-0.085
'[09:20:25.695]',-0.105
'[09:20:25.703]',-0.125
'[09:20:25.711]',-0.135
'[09:20:25.719]',-0.105
'[09:20:25.727]',-0.105
'[09:20:25.734]',-0.075
'[09:20:25.742]',0.375
'[09:20:25.750]',1.105
'[09:20:25.758]',1.815
'[09:20:25.766]',1.905
'[09:20:25.773]',0.685
'[09:20:25.781]',-0.535
'[09:20:25.789]',-0.695
'[09:20:25.797]',-0.495
'[09:20:25.805]',-0.335
'[09:20:25.813]',-0.255
'[09:20:25.820]',-0.235
'[09:20:25.828]',-0.245
'[09:20:25.836]',-0.235
'[09:20:25.844]',-0.235
'[09:20:25.852]',-0.235
'[09:20:25.859]',-0.235
'[09:20:25.867]',-0.215
'[09:20:25.875]',-0.205
'[09:20:25.883]',-0.195
'[09:20:25.891]',-0.215
'[09:20:25.898]',-0.195
'[09:20:25.906]',-0.195
'[09:20:25.914]',-0.185
'[09:20:25.922]',-0.175
'[09:20:25.930]',-0.155
'[09:20:25.938]',-0.155
'[09:20:25.945]',-0.145
'[09:20:25.953]',-0.155
'[09:20:25.961]',-0.135
'[09:20:25.969]',-0.145
'[09:20:25.977]',-0.125
'[09:20:25.984]',-0.125
'[09:20:25.992]',-0.125
'[09:20:26.000]',-0.125
'[09:20:26.008]',-0.125
'[09:20:26.016]',-0.115
'[09:20:26.023]',-0.085
'[09:20:26.031]',-0.085
'[09:20:26.039]',-0.055
'[09:20:26.047]',-0.055
'[09:20:26.055]',-0.055
'[09:20:26.063]',-0.055
'[09:20:26.070]',-0.075
'[09:20:26.078]',-0.085
'[09:20:26.086]',-0.095
'[09:20:26.094]',-0.105
'[09:20:26.102]',-0.095
'[09:20:26.109]',-0.105
'[09:20:26.117]',-0.105
'[09:20:26.125]',-0.085
'[09:20:26.133]',-0.085
'[09:20:26.141]',-0.085
'[09:20:26.148]',-0.075
'[09:20:26.156]',-0.095
'[09:20:26.164]',-0.065
'[09:20:26.172]',-0.065
'[09:20:26.180]',-0.065
'[09:20:26.188]',-0.065
'[09:20:26.195]',-0.055
'[09:20:26.203]',-0.075
'[09:20:26.211]',-0.065
'[09:20:26.219]',-0.085
'[09:20:26.227]',-0.065
'[09:20:26.234]',-0.085
'[09:20:26.242]',-0.075
'[09:20:26.250]',-0.085
'[09:20:26.258]',-0.075
'[09:20:26.266]',-0.095
'[09:20:26.273]',-0.105
'[09:20:26.281]',-0.115
'[09:20:26.289]',-0.095
'[09:20:26.297]',-0.035
'[09:20:26.305]',-0.005
'[09:20:26.313]',0.005
'[09:20:26.320]',0.015
'[09:20:26.328]',0.045
'[09:20:26.336]',0.105
'[09:20:26.344]',0.035
'[09:20:26.352]',0.025
'[09:20:26.359]',0.015
'[09:20:26.367]',-0.055
'[09:20:26.375]',-0.115
'[09:20:26.383]',-0.135
'[09:20:26.391]',-0.185
'[09:20:26.398]',-0.185
'[09:20:26.406]',-0.185
'[09:20:26.414]',-0.155
'[09:20:26.422]',-0.285
'[09:20:26.430]',0.085
'[09:20:26.438]',0.895
'[09:20:26.445]',1.825
'[09:20:26.453]',2.595
'[09:20:26.461]',1.455
'[09:20:26.469]',-0.565
'[09:20:26.477]',-0.985
'[09:20:26.484]',-0.695
'[09:20:26.492]',-0.475
'[09:20:26.500]',-0.365
'[09:20:26.508]',-0.335
'[09:20:26.516]',-0.315
'[09:20:26.523]',-0.325
'[09:20:26.531]',-0.285
'[09:20:26.539]',-0.455
'[09:20:26.547]',-0.365
'[09:20:26.555]',-0.365
'[09:20:26.563]',-0.145
'[09:20:26.570]',-0.205
'[09:20:26.578]',-0.255
'[09:20:26.586]',-0.255
'[09:20:26.594]',-0.395
'[09:20:26.602]',-0.305
'[09:20:26.609]',-0.205
'[09:20:26.617]',-0.195
'[09:20:26.625]',-0.175
'[09:20:26.633]',-0.205
'[09:20:26.641]',-0.215
'[09:20:26.648]',-0.195
'[09:20:26.656]',-0.205
'[09:20:26.664]',-0.205
'[09:20:26.672]',-0.185
'[09:20:26.680]',-0.165
'[09:20:26.688]',-0.185
'[09:20:26.695]',-0.175
'[09:20:26.703]',-0.175
'[09:20:26.711]',-0.125
'[09:20:26.719]',-0.165
'[09:20:26.727]',-0.085
'[09:20:26.734]',-0.135
'[09:20:26.742]',-0.205
'[09:20:26.750]',-0.005
'[09:20:26.758]',-0.045
'[09:20:26.766]',-0.095
'[09:20:26.773]',-0.095
'[09:20:26.781]',-0.115
'[09:20:26.789]',-0.125
'[09:20:26.797]',-0.135
'[09:20:26.805]',-0.135
'[09:20:26.813]',-0.125
'[09:20:26.820]',-0.105
'[09:20:26.828]',-0.085
'[09:20:26.836]',-0.085
'[09:20:26.844]',-0.095
'[09:20:26.852]',-0.095
'[09:20:26.859]',-0.075
'[09:20:26.867]',-0.075
'[09:20:26.875]',-0.055
'[09:20:26.883]',-0.065
'[09:20:26.891]',-0.055
'[09:20:26.898]',-0.055
'[09:20:26.906]',-0.065
'[09:20:26.914]',-0.065
'[09:20:26.922]',-0.065
'[09:20:26.930]',-0.085
'[09:20:26.938]',-0.065
'[09:20:26.945]',-0.085
'[09:20:26.953]',-0.235
'[09:20:26.961]',-0.135
'[09:20:26.969]',-0.015
'[09:20:26.977]',0.055
'[09:20:26.984]',0.025
'[09:20:26.992]',0.005
'[09:20:27.000]',0.085
'[09:20:27.008]',0.165
'[09:20:27.016]',0.085
'[09:20:27.023]',0.055
'[09:20:27.031]',0.015
'[09:20:27.039]',-0.015
'[09:20:27.047]',-0.145
'[09:20:27.055]',-0.165
'[09:20:27.063]',-0.175
'[09:20:27.070]',-0.115
'[09:20:27.078]',-0.115
'[09:20:27.086]',-0.185
'[09:20:27.094]',-0.265
'[09:20:27.102]',0.165
'[09:20:27.109]',1.085
'[09:20:27.117]',2.185
'[09:20:27.125]',2.725
'[09:20:27.133]',1.365
'[09:20:27.141]',-0.555
'[09:20:27.148]',-0.905
'[09:20:27.156]',-0.625
'[09:20:27.164]',-0.415
'[09:20:27.172]',-0.365
'[09:20:27.180]',-0.235
'[09:20:27.188]',-0.235
'[09:20:27.195]',-0.225
'[09:20:27.203]',-0.225
'[09:20:27.211]',-0.225
'[09:20:27.219]',-0.235
'[09:20:27.227]',-0.215
'[09:20:27.234]',-0.245
'[09:20:27.242]',-0.215
'[09:20:27.250]',-0.195
'[09:20:27.258]',-0.195
'[09:20:27.266]',-0.205
'[09:20:27.273]',-0.175
'[09:20:27.281]',-0.185
'[09:20:27.289]',-0.195
'[09:20:27.297]',-0.175
'[09:20:27.305]',-0.185
'[09:20:27.313]',-0.145
'[09:20:27.320]',-0.195
'[09:20:27.328]',-0.155
'[09:20:27.336]',-0.135
'[09:20:27.344]',-0.145
'[09:20:27.352]',-0.105
'[09:20:27.359]',-0.115
'[09:20:27.367]',-0.125
'[09:20:27.375]',-0.125
'[09:20:27.383]',-0.135
'[09:20:27.391]',-0.125
'[09:20:27.398]',-0.085
'[09:20:27.406]',-0.155
'[09:20:27.414]',-0.085
'[09:20:27.422]',-0.075
'[09:20:27.430]',-0.075
'[09:20:27.438]',-0.065
'[09:20:27.445]',-0.115
'[09:20:27.453]',-0.105
'[09:20:27.461]',-0.105
'[09:20:27.469]',-0.135
'[09:20:27.477]',-0.085
'[09:20:27.484]',-0.115
'[09:20:27.492]',-0.095
'[09:20:27.500]',-0.095
'[09:20:27.508]',-0.095
'[09:20:27.516]',-0.085
'[09:20:27.523]',-0.025
'[09:20:27.531]',-0.035
'[09:20:27.539]',-0.055
'[09:20:27.547]',-0.035
'[09:20:27.555]',-0.045
'[09:20:27.563]',-0.035
'[09:20:27.570]',-0.015
'[09:20:27.578]',-0.055
'[09:20:27.586]',-0.035
'[09:20:27.594]',-0.035
'[09:20:27.602]',-0.015
'[09:20:27.609]',-0.025
'[09:20:27.617]',-0.015
'[09:20:27.625]',-0.015
'[09:20:27.633]',-0.015
'[09:20:27.641]',-0.015
'[09:20:27.648]',0.025
'[09:20:27.656]',0.025
'[09:20:27.664]',0.035
'[09:20:27.672]',0.055
'[09:20:27.680]',0.085
'[09:20:27.688]',0.125
'[09:20:27.695]',0.075
'[09:20:27.703]',0.055
'[09:20:27.711]',0.055
'[09:20:27.719]',-0.005
'[09:20:27.727]',-0.005
'[09:20:27.734]',-0.045
'[09:20:27.742]',-0.045
'[09:20:27.750]',-0.045
'[09:20:27.758]',-0.045
'[09:20:27.766]',-0.115
'[09:20:27.773]',-0.025
'[09:20:27.781]',0.395
'[09:20:27.789]',1.055
'[09:20:27.797]',1.685
'[09:20:27.805]',1.355
'[09:20:27.813]',0.045
'[09:20:27.820]',-0.535
'[09:20:27.828]',-0.495
'[09:20:27.836]',-0.335
'[09:20:27.844]',-0.245
'[09:20:27.852]',-0.185
'[09:20:27.859]',-0.195
'[09:20:27.867]',-0.205
'[09:20:27.875]',-0.205
'[09:20:27.883]',-0.215
'[09:20:27.891]',-0.215
'[09:20:27.898]',-0.215
'[09:20:27.906]',-0.235
'[09:20:27.914]',-0.235
'[09:20:27.922]',-0.215
'[09:20:27.930]',-0.205
'[09:20:27.938]',-0.205
'[09:20:27.945]',-0.215
'[09:20:27.953]',-0.225
'[09:20:27.961]',-0.205
'[09:20:27.969]',-0.215
'[09:20:27.977]',-0.205
'[09:20:27.984]',-0.205
'[09:20:27.992]',-0.185
'[09:20:28.000]',-0.185
'[09:20:28.008]',-0.185
'[09:20:28.016]',-0.185
'[09:20:28.023]',-0.195
'[09:20:28.031]',-0.195
'[09:20:28.039]',-0.215
'[09:20:28.047]',-0.205
'[09:20:28.055]',-0.195
'[09:20:28.063]',-0.175
'[09:20:28.070]',-0.145
'[09:20:28.078]',-0.135
'[09:20:28.086]',-0.135
'[09:20:28.094]',-0.135
'[09:20:28.102]',-0.145
'[09:20:28.109]',-0.155
'[09:20:28.117]',-0.155
'[09:20:28.125]',-0.145
'[09:20:28.133]',-0.165
'[09:20:28.141]',-0.165
'[09:20:28.148]',-0.155
'[09:20:28.156]',-0.175
'[09:20:28.164]',-0.165
'[09:20:28.172]',-0.165
'[09:20:28.180]',-0.145
'[09:20:28.188]',-0.135
'[09:20:28.195]',-0.135
'[09:20:28.203]',-0.135
'[09:20:28.211]',-0.125
'[09:20:28.219]',-0.135
'[09:20:28.227]',-0.115
'[09:20:28.234]',-0.135
'[09:20:28.242]',-0.115
'[09:20:28.250]',-0.115
'[09:20:28.258]',-0.135
'[09:20:28.266]',-0.145
'[09:20:28.273]',-0.145
'[09:20:28.281]',-0.155
'[09:20:28.289]',-0.155
'[09:20:28.297]',-0.155
'[09:20:28.305]',-0.145
'[09:20:28.313]',-0.065
'[09:20:28.320]',-0.055
'[09:20:28.328]',-0.055
'[09:20:28.336]',-0.025
'[09:20:28.344]',0.045
'[09:20:28.352]',0.065
'[09:20:28.359]',-0.005
'[09:20:28.367]',-0.035
'[09:20:28.375]',-0.035
'[09:20:28.383]',-0.155
'[09:20:28.391]',-0.155
'[09:20:28.398]',-0.185
'[09:20:28.406]',-0.215
'[09:20:28.414]',-0.195
'[09:20:28.422]',-0.175
'[09:20:28.430]',-0.265
'[09:20:28.438]',-0.155
'[09:20:28.445]',0.475
'[09:20:28.453]',1.345
'[09:20:28.461]',2.425
'[09:20:28.469]',2.055
'[09:20:28.477]',0.075
'[09:20:28.484]',-0.935
'[09:20:28.492]',-0.775
'[09:20:28.500]',-0.525
'[09:20:28.508]',-0.375
'[09:20:28.516]',-0.285
'[09:20:28.523]',-0.275
'[09:20:28.531]',-0.285
'[09:20:28.539]',-0.265
'[09:20:28.547]',-0.275
'[09:20:28.555]',-0.275
